4,0.75,-1.10,10.08,506,16,14,1,525
4,0.78,-1.02,10.04,502,16,14,6,595
4,0.75,-0.98,10.08,482,16,14,11,663
4,0.71,-1.14,10.08,504,16,14,19,800
4,0.75,-1.10,10.12,487,16,14,24,867
4,0.78,-1.02,10.04,506,16,14,27,940
4,0.82,-1.06,10.00,503,16,14,32,8
4,0.90,-1.10,10.00,490,16,14,36,77
4,0.90,-1.18,9.92,506,16,14,44,176
4,0.71,-1.10,10.08,502,16,14,50,252
4,0.71,-1.02,10.12,507,16,14,55,324
4,0.78,-1.02,10.00,504,16,15,5,465
4,0.86,-1.02,10.00,506,16,15,10,534
4,0.94,-1.10,9.96,500,16,15,15,607
4,0.86,-1.14,10.00,503,16,15,20,675
4,0.82,-1.06,10.04,505,16,15,25,744
4,0.75,-1.10,10.08,500,16,15,29,811
4,0.75,-1.02,10.12,501,16,15,34,882
4,0.78,-0.98,10.12,506,16,15,39,953
4,0.82,-0.94,10.08,502,16,15,41,22
4,0.86,-1.02,10.00,487,16,15,46,96
4,0.82,-1.22,10.08,507,16,15,52,176
4,0.86,-1.10,10.00,506,16,15,57,253
4,0.90,-1.14,10.12,500,16,16,2,324
4,0.86,-1.10,10.00,501,16,16,7,391
4,0.86,-1.18,10.00,506,16,16,12,459
4,0.90,-1.22,9.92,500,16,16,17,529
4,0.90,-1.18,9.96,505,16,16,22,596
4,0.82,-1.29,9.96,506,16,16,27,672
4,0.86,-0.94,10.04,504,16,16,31,750
4,0.71,-1.18,10.12,496,16,16,36,827
4,0.75,-1.10,10.04,502,16,16,41,903
4,0.94,-1.18,9.96,506,16,16,46,977
4,0.75,-0.98,10.08,501,16,16,51,47
4,0.98,-1.14,9.92,503,16,17,8,345
4,0.90,-1.18,9.92,498,16,17,14,413
4,0.90,-1.26,9.96,507,16,17,19,489
4,0.90,-0.94,10.00,502,16,17,24,566
4,0.78,-1.14,10.00,494,16,17,29,643
4,0.75,-1.10,10.04,504,16,17,35,721
4,0.71,-1.02,10.08,550,16,17,44,874
4,0.86,-1.26,9.96,491,16,17,49,942
4,0.86,-0.98,9.92,502,16,17,54,19
